ID,Principal,Maturity,Coupon Rate,LGD,Counterparty,Number of Bonds,Industry
33898,"$9,000",25-Feb-2021,6.0%,0.522,American Express,90,3
59026,"$9,000",1-Jul-2017,8.0%,0.522,Bank of America,90,6
41990,"$4,000",2-Nov-2017,3.5%,0.207,Barclays,40,6
33837,"$26,000",16-Feb-2018,3.0%,0.522,Fidelity,260,8
58965,"$5,000",29-Sep-2018,4.0%,0.287,Wells Fargo,50,2
38003,"$11,000",2-Jun-2018,3.5%,0.522,Banco Santander,110,3
52879,"$4,000",17-May-2019,4.0%,0.292,HSBC,40,7
31167,"$6,000",18-Dec-2017,5.0%,0.292,TD Bank,60,7
57383,"$11,000",1-Mar-2018,6.0%,0.287,Banco Santander,110,10
52654,"$15,000",26-Jun-2019,7.5%,0.522,Fidelity,150,8
35694,"$2,000",10-Dec-2018,4.0%,0.207,Citigroup,20,7
40559,"$2,000",11-Jun-2020,5.5%,0.287,Citigroup,20,5
43919,"$9,000",9-Oct-2020,9.0%,0.287,TD Bank,90,9
32147,"$9,000",6-Nov-2020,4.0%,0.522,Citigroup,90,5
55993,"$4,000",6-Apr-2020,3.5%,0.287,Deutsche Bank,40,7
40623,"$17,000",4-Dec-2019,4.0%,0.292,Citigroup,170,9
59239,"$5,000",18-Sep-2017,8.5%,0.287,Fidelity,50,1
41312,"$2,000",31-Oct-2018,8.5%,0.292,TD Bank,20,8
51078,"$26,000",3-Sep-2020,6.0%,0.522,Citigroup,260,5
32602,"$8,000",23-Jun-2017,9.0%,0.526,TD Bank,80,7
37753,"$2,000",24-Feb-2019,3.5%,0.292,JPMorgan Chase,20,6
39713,"$14,000",25-Jun-2018,7.0%,0.292,HSBC,140,6
46689,"$6,000",30-Sep-2019,6.0%,0.292,Barclays,60,9
42585,"$4,000",31-May-2019,7.0%,0.292,HSBC,40,8
46756,"$3,000",25-Nov-2017,5.0%,0.207,Fidelity,30,2
43313,"$3,000",11-Jul-2019,9.0%,0.522,Capital One,30,7
53966,"$16,000",19-Nov-2019,5.0%,0.526,TD Bank,160,8
39048,"$3,000",2-Apr-2020,7.5%,0.207,Banco Santander,30,3
54604,"$11,000",27-Jun-2020,3.5%,0.522,American Express,110,2
36986,"$15,000",19-Sep-2018,9.0%,0.287,Bank of America,150,4
39591,"$5,000",28-Nov-2019,5.5%,0.526,JPMorgan Chase,50,1
59178,"$4,000",17-Aug-2018,4.0%,0.522,Banco Santander,40,5
30369,"$8,000",25-May-2019,8.0%,0.526,Suntrust,80,1
30353,"$4,000",12-May-2019,4.5%,0.522,JPMorgan Chase,40,2
59722,"$4,000",16-Jan-2020,4.5%,0.526,Banco Santander,40,4
31457,"$10,000",15-Jul-2017,5.0%,0.526,Fidelity,100,4
34763,"$3,000",25-Dec-2019,5.5%,0.287,Suntrust,30,4
39078,"$5,000",20-Feb-2020,6.5%,0.292,TD Bank,50,10
59290,"$6,000",3-Feb-2019,7.0%,0.207,Citigroup,60,5
46183,"$2,000",13-Aug-2017,5.0%,0.287,Banco Santander,20,4
42902,"$2,000",14-Dec-2020,8.5%,0.522,HSBC,20,4
39308,"$11,000",14-Sep-2019,6.5%,0.207,Deutsche Bank,110,9
54433,"$3,000",23-Oct-2019,8.0%,0.287,Wells Fargo,30,4
30394,"$2,000",3-Dec-2017,3.5%,0.287,Banco Santander,20,5
38008,"$9,000",23-Dec-2019,7.5%,0.522,Banco Santander,90,9
38165,"$3,000",25-Jul-2019,6.0%,0.522,Fidelity,30,5
59841,"$3,000",6-Oct-2019,4.0%,0.207,US Bancorp,30,8
44595,"$4,000",10-Sep-2019,8.0%,0.292,TD Bank,40,1
56068,"$8,000",25-Apr-2018,5.5%,0.287,TD Bank,80,1
34303,"$5,000",6-May-2018,6.5%,0.292,Capital One,50,2
36066,"$4,000",5-Oct-2018,3.5%,0.526,TD Bank,40,4
53195,"$4,000",25-Jul-2019,9.0%,0.522,Citigroup,40,10
59954,"$1,000",5-Nov-2019,4.0%,0.207,Bank of America,10,9
43379,"$8,000",23-Sep-2017,3.0%,0.207,JPMorgan Chase,80,6
37826,"$5,000",18-Aug-2018,5.5%,0.526,HSBC,50,10
34291,"$10,000",8-Feb-2019,5.5%,0.526,Deutsche Bank,100,9
38961,"$15,000",24-Apr-2021,7.0%,0.526,Suntrust,150,5
45000,"$2,000",20-May-2018,8.0%,0.526,Capital One,20,4
33628,"$14,000",24-Dec-2017,7.5%,0.207,Wells Fargo,140,6
51057,"$4,000",19-Oct-2019,5.0%,0.526,JPMorgan Chase,40,7
42518,"$3,000",6-Oct-2018,3.0%,0.292,TD Bank,30,10
40348,"$8,000",29-Aug-2020,6.5%,0.287,HSBC,80,8
60383,"$4,000",4-Sep-2019,8.5%,0.287,Barclays,40,3
39643,"$5,000",29-Oct-2017,8.0%,0.522,US Bancorp,50,6
60634,"$4,000",24-Mar-2019,7.5%,0.526,Wells Fargo,40,5
46281,"$4,000",7-Jan-2018,5.5%,0.292,Fidelity,40,3
56444,"$2,000",19-Dec-2018,9.0%,0.292,Fidelity,20,7
39072,"$7,000",3-Jan-2018,8.0%,0.287,Wells Fargo,70,10
60323,"$17,000",29-Dec-2020,3.5%,0.292,JPMorgan Chase,170,4
34203,"$8,000",29-May-2018,5.0%,0.522,Deutsche Bank,80,6
36276,"$12,000",7-Nov-2019,9.0%,0.207,TD Bank,120,6
52870,"$3,000",21-Apr-2021,3.0%,0.526,TD Bank,30,6
50526,"$3,000",17-Jul-2019,3.0%,0.287,US Bancorp,30,9
39638,"$10,000",5-Jul-2018,3.0%,0.287,TD Bank,100,4
33750,"$4,000",17-Jun-2019,9.0%,0.526,Capital One,40,3
36994,"$19,000",28-Feb-2018,7.0%,0.526,JPMorgan Chase,190,1
34507,"$3,000",15-Nov-2018,7.5%,0.526,Wells Fargo,30,3
33951,"$3,000",29-May-2019,4.0%,0.292,Capital One,30,4
45762,"$10,000",31-Jan-2019,8.5%,0.522,HSBC,100,8
50378,"$13,000",6-Oct-2017,4.0%,0.292,Wells Fargo,130,3
58091,"$9,000",22-Oct-2018,5.5%,0.526,Deutsche Bank,90,4
53267,"$4,000",5-Jan-2021,3.5%,0.522,Banco Santander,40,8
38447,"$8,000",5-Nov-2019,8.5%,0.526,JPMorgan Chase,80,4
53122,"$2,000",22-Aug-2019,4.0%,0.287,Bank of America,20,3
50760,"$13,000",21-Feb-2019,8.0%,0.526,JPMorgan Chase,130,8
42808,"$4,000",5-Oct-2018,6.0%,0.292,Goldman Sachs,40,4
46958,"$3,000",1-Nov-2017,4.0%,0.522,Banco Santander,30,6
35245,"$10,000",1-Feb-2018,7.5%,0.522,Banco Santander,100,2
52647,"$9,000",7-Aug-2020,8.5%,0.526,Fidelity,90,5
59477,"$3,000",10-Feb-2019,6.5%,0.292,Banco Santander,30,6
46555,"$4,000",27-Jan-2021,5.5%,0.522,Citigroup,40,8
36628,"$10,000",2-Mar-2018,4.0%,0.207,Citigroup,100,1
59431,"$14,000",25-Jul-2019,4.0%,0.287,Deutsche Bank,140,5
58814,"$3,000",20-Oct-2020,4.0%,0.526,American Express,30,4
35866,"$10,000",7-Sep-2018,8.0%,0.522,HSBC,100,5
47147,"$6,000",25-Jun-2018,4.5%,0.522,TD Bank,60,1
58829,"$4,000",6-Jan-2018,8.5%,0.522,HSBC,40,9
39249,"$24,000",15-Aug-2018,3.5%,0.292,Capital One,240,1
31613,"$6,000",29-Oct-2019,7.0%,0.292,HSBC,60,3
54936,"$9,000",6-Mar-2020,5.5%,0.207,Banco Santander,90,2
52973,"$28,000",7-Aug-2017,5.5%,0.207,Fidelity,280,9
57069,"$27,000",2-Jan-2019,3.0%,0.287,Deutsche Bank,270,7
49699,"$6,000",4-Oct-2018,7.5%,0.526,American Express,60,6
49369,"$3,000",16-Aug-2019,9.0%,0.287,American Express,30,10
32976,"$10,000",20-Jan-2020,3.5%,0.292,Barclays,100,5
47613,"$4,000",22-Nov-2018,9.0%,0.287,Suntrust,40,8
36067,"$5,000",12-Oct-2017,3.0%,0.526,Bank of America,50,6
46461,"$2,000",4-Jan-2018,6.0%,0.287,Fidelity,20,6
32064,"$5,000",22-Nov-2017,7.0%,0.292,Bank of America,50,2
59581,"$5,000",9-Sep-2018,4.0%,0.522,American Express,50,8
45269,"$6,000",11-Jan-2018,5.0%,0.526,Capital One,60,5
38729,"$8,000",28-Jan-2018,4.0%,0.292,Barclays,80,9
46480,"$2,000",19-Feb-2019,7.0%,0.207,American Express,20,1
55510,"$2,000",26-May-2017,3.5%,0.526,Barclays,20,7
59035,"$4,000",25-Mar-2019,4.5%,0.526,Goldman Sachs,40,8
47588,"$6,000",15-Aug-2019,5.0%,0.207,Wells Fargo,60,4
38443,"$18,000",26-Dec-2019,6.0%,0.287,Fidelity,180,6
53000,"$6,000",21-Apr-2019,6.0%,0.207,Suntrust,60,4
56516,"$3,000",30-Jun-2019,9.0%,0.292,Goldman Sachs,30,2
50659,"$9,000",13-Nov-2017,6.0%,0.207,US Bancorp,90,4
36999,"$10,000",25-Jun-2018,3.5%,0.292,Citigroup,100,7
44762,"$8,000",17-Aug-2019,5.5%,0.287,Citigroup,80,2
56146,"$19,000",1-Jul-2017,8.5%,0.522,Banco Santander,190,8
32982,"$15,000",4-May-2021,7.0%,0.207,Banco Santander,150,9
45669,"$28,000",28-Jul-2018,3.5%,0.522,Barclays,280,1
50675,"$4,000",11-Nov-2019,8.0%,0.522,Goldman Sachs,40,9
43921,"$10,000",17-Jun-2018,3.5%,0.292,Capital One,100,7
36127,"$11,000",19-Jul-2019,3.5%,0.522,Barclays,110,8
43844,"$8,000",22-Jan-2020,6.5%,0.207,Citigroup,80,6
39105,"$2,000",8-Jul-2017,3.5%,0.287,Banco Santander,20,7
59301,"$8,000",26-May-2017,5.5%,0.522,Bank of America,80,9
48324,"$3,000",2-May-2018,5.0%,0.522,American Express,30,8
53030,"$5,000",26-Mar-2021,3.0%,0.526,HSBC,50,5
44314,"$2,000",23-Jun-2020,8.5%,0.522,TD Bank,20,3
49371,"$4,000",16-Oct-2019,8.5%,0.292,American Express,40,4
30336,"$42,000",13-Mar-2019,6.5%,0.287,Suntrust,420,9
58736,"$5,000",22-Aug-2020,3.0%,0.287,Capital One,50,3
57762,"$14,000",24-Jul-2019,4.5%,0.287,Citigroup,140,5
57237,"$16,000",11-Feb-2018,6.0%,0.526,Citigroup,160,8
41807,"$11,000",28-Oct-2017,7.5%,0.287,Banco Santander,110,2
48883,"$17,000",5-Sep-2017,3.0%,0.292,American Express,170,9
57138,"$3,000",3-Apr-2018,7.5%,0.522,Goldman Sachs,30,2
44791,"$5,000",6-Dec-2018,7.0%,0.526,Capital One,50,3
37497,"$10,000",16-Apr-2018,6.5%,0.207,Citigroup,100,9
56993,"$16,000",5-Feb-2021,5.0%,0.207,Wells Fargo,160,4
41287,"$7,000",24-Jan-2020,3.5%,0.207,US Bancorp,70,5
52113,"$9,000",29-Aug-2019,6.0%,0.526,Goldman Sachs,90,8
30438,"$12,000",25-Jan-2021,4.5%,0.522,JPMorgan Chase,120,7
48500,"$5,000",8-Feb-2020,4.0%,0.522,Barclays,50,2
55214,"$7,000",11-Mar-2018,3.0%,0.292,Deutsche Bank,70,2
48162,"$5,000",31-May-2018,6.5%,0.526,Barclays,50,10
53682,"$6,000",17-Aug-2020,7.5%,0.287,TD Bank,60,9
44488,"$4,000",30-Dec-2017,5.5%,0.526,US Bancorp,40,3
53989,"$3,000",20-Jun-2017,6.5%,0.526,US Bancorp,30,10
32660,"$14,000",4-Jan-2018,6.5%,0.207,Banco Santander,140,5
41695,"$7,000",10-Dec-2018,7.0%,0.292,American Express,70,3
40662,"$12,000",30-Aug-2017,3.0%,0.522,US Bancorp,120,4
46539,"$5,000",27-Apr-2021,4.0%,0.207,Bank of America,50,7
51926,"$8,000",27-Mar-2019,4.5%,0.292,Goldman Sachs,80,5
39798,"$7,000",5-May-2021,8.0%,0.287,US Bancorp,70,5
55924,"$4,000",12-Mar-2019,3.0%,0.522,Deutsche Bank,40,2
50988,"$8,000",20-May-2020,8.0%,0.522,Bank of America,80,9
39263,"$20,000",2-Jan-2019,4.0%,0.292,Capital One,200,4
40721,"$4,000",15-Oct-2017,9.0%,0.526,Goldman Sachs,40,7
40201,"$6,000",2-Nov-2017,7.5%,0.292,HSBC,60,6
60519,"$4,000",14-Oct-2018,6.0%,0.292,Bank of America,40,1
49821,"$12,000",29-Sep-2020,7.0%,0.522,Deutsche Bank,120,1
60339,"$9,000",26-Sep-2019,6.0%,0.292,US Bancorp,90,9
56356,"$7,000",8-Apr-2021,8.0%,0.526,Goldman Sachs,70,2
33138,"$6,000",14-Sep-2019,5.5%,0.526,Deutsche Bank,60,8
48126,"$4,000",25-Apr-2019,4.0%,0.526,Banco Santander,40,1
56641,"$5,000",20-Jan-2021,7.5%,0.292,Wells Fargo,50,3
34785,"$9,000",1-Nov-2018,3.0%,0.207,Bank of America,90,3
41255,"$2,000",6-Jun-2020,9.0%,0.522,American Express,20,2
47931,"$7,000",9-May-2019,4.5%,0.207,Wells Fargo,70,5
33041,"$6,000",14-Apr-2021,9.0%,0.207,JPMorgan Chase,60,1
31926,"$3,000",1-Sep-2019,8.5%,0.526,Wells Fargo,30,2
52796,"$3,000",12-Oct-2017,6.5%,0.292,Citigroup,30,4
54374,"$19,000",19-Jul-2017,3.5%,0.292,TD Bank,190,7
49223,"$14,000",6-Mar-2020,3.0%,0.287,Wells Fargo,140,7
34183,"$4,000",11-Mar-2021,4.0%,0.292,Deutsche Bank,40,1
31394,"$28,000",29-Jun-2020,3.5%,0.292,Banco Santander,280,2
37177,"$5,000",14-Aug-2020,7.0%,0.292,Goldman Sachs,50,10
54304,"$6,000",14-May-2020,3.5%,0.287,Suntrust,60,9
57464,"$7,000",26-Jan-2019,8.5%,0.292,JPMorgan Chase,70,2
38185,"$1,000",28-Mar-2021,8.0%,0.287,Goldman Sachs,10,9
58883,"$4,000",3-Apr-2018,7.5%,0.292,Deutsche Bank,40,7
42630,"$3,000",12-Nov-2017,3.0%,0.292,TD Bank,30,1
50470,"$12,000",11-May-2017,3.5%,0.207,Citigroup,120,7
55211,"$4,000",6-Oct-2018,8.0%,0.207,American Express,40,10
52425,"$22,000",2-Dec-2017,7.5%,0.526,Capital One,220,4
33588,"$12,000",20-Apr-2018,6.0%,0.287,American Express,120,3
39573,"$7,000",9-Feb-2019,3.5%,0.526,HSBC,70,3
58606,"$5,000",22-Feb-2019,8.0%,0.292,JPMorgan Chase,50,6
56719,"$13,000",3-Sep-2018,7.0%,0.526,Goldman Sachs,130,6
47586,"$3,000",22-Jul-2018,7.0%,0.526,Bank of America,30,6
44646,"$15,000",3-Oct-2018,6.5%,0.207,Capital One,150,3
46256,"$13,000",18-Dec-2019,5.0%,0.522,Wells Fargo,130,8
48975,"$5,000",26-Apr-2019,9.0%,0.207,Citigroup,50,8
56975,"$8,000",20-May-2018,4.0%,0.292,Deutsche Bank,80,7
46202,"$2,000",18-Mar-2018,5.5%,0.292,American Express,20,10
59394,"$5,000",7-Aug-2017,6.5%,0.292,US Bancorp,50,8
48280,"$6,000",29-Oct-2020,6.0%,0.292,HSBC,60,9
41958,"$4,000",13-Nov-2017,3.0%,0.526,Deutsche Bank,40,3
46900,"$4,000",18-Jun-2020,9.0%,0.526,Barclays,40,1
53748,"$14,000",18-Mar-2020,6.5%,0.207,Banco Santander,140,4
58213,"$7,000",15-Dec-2020,7.5%,0.207,Barclays,70,1
43348,"$6,000",1-Jul-2020,8.5%,0.292,Deutsche Bank,60,5
33230,"$17,000",1-Nov-2018,8.0%,0.526,TD Bank,170,3
39893,"$14,000",13-Apr-2020,6.0%,0.287,Deutsche Bank,140,2
60481,"$2,000",24-Sep-2017,8.0%,0.207,Suntrust,20,6
53688,"$25,000",20-Nov-2018,8.5%,0.522,US Bancorp,250,7
53588,"$20,000",3-May-2018,6.0%,0.207,Barclays,200,1
47212,"$5,000",23-Jul-2020,7.5%,0.207,Wells Fargo,50,7
41701,"$3,000",3-Feb-2021,5.5%,0.292,Suntrust,30,1
42141,"$7,000",22-Jul-2017,8.0%,0.526,JPMorgan Chase,70,8
43220,"$5,000",28-Aug-2020,4.5%,0.287,US Bancorp,50,4
35019,"$9,000",6-Dec-2017,9.0%,0.287,Fidelity,90,7
35043,"$2,000",18-Nov-2018,6.0%,0.522,TD Bank,20,1
38654,"$10,000",21-Mar-2019,3.5%,0.207,Banco Santander,100,1
43848,"$4,000",12-Sep-2019,3.5%,0.526,Capital One,40,9
36823,"$13,000",2-Feb-2021,6.5%,0.526,Banco Santander,130,5
54742,"$8,000",26-Apr-2021,9.0%,0.287,HSBC,80,9
43823,"$3,000",1-May-2020,4.5%,0.522,Deutsche Bank,30,8
50316,"$2,000",26-Jan-2018,7.5%,0.207,HSBC,20,10
56233,"$19,000",10-Feb-2020,5.5%,0.526,TD Bank,190,5
53525,"$17,000",19-May-2017,6.0%,0.287,Wells Fargo,170,9
50310,"$5,000",30-Sep-2018,6.0%,0.287,Bank of America,50,7
57694,"$3,000",5-Jun-2019,5.5%,0.526,American Express,30,3
45072,"$7,000",21-Aug-2017,6.5%,0.207,US Bancorp,70,4
52383,"$7,000",16-Aug-2020,3.0%,0.522,Bank of America,70,7
52187,"$5,000",31-Dec-2019,4.0%,0.526,Citigroup,50,9
42603,"$7,000",29-May-2018,8.0%,0.522,Banco Santander,70,8
55263,"$3,000",23-Nov-2018,8.0%,0.207,HSBC,30,4
34699,"$5,000",27-Sep-2020,5.5%,0.522,Banco Santander,50,1
30853,"$5,000",9-Jul-2018,3.5%,0.526,Banco Santander,50,4
41212,"$6,000",30-Nov-2019,6.5%,0.292,Deutsche Bank,60,4
40509,"$8,000",17-Sep-2018,3.0%,0.522,HSBC,80,6
35261,"$4,000",16-Nov-2018,8.5%,0.522,Bank of America,40,1
42401,"$19,000",6-Jul-2017,3.0%,0.292,Banco Santander,190,10
49850,"$5,000",3-Mar-2021,5.0%,0.526,Fidelity,50,2
46768,"$4,000",22-Jul-2019,8.5%,0.207,Fidelity,40,4
60657,"$9,000",18-Jan-2019,8.5%,0.526,HSBC,90,4
34653,"$5,000",6-Mar-2021,3.5%,0.292,TD Bank,50,7
39553,"$6,000",11-Nov-2020,6.0%,0.292,Banco Santander,60,5
40425,"$1,000",6-May-2018,4.0%,0.526,Banco Santander,10,9
50833,"$5,000",18-Nov-2017,4.5%,0.522,HSBC,50,2
55278,"$12,000",14-Aug-2017,8.0%,0.292,US Bancorp,120,1
59186,"$29,000",27-Jun-2018,5.0%,0.287,TD Bank,290,10
47517,"$4,000",6-Jun-2019,8.0%,0.292,Deutsche Bank,40,1
52838,"$5,000",7-Dec-2019,6.0%,0.526,American Express,50,5
31072,"$7,000",21-Jan-2020,4.5%,0.292,US Bancorp,70,2
53069,"$3,000",9-Dec-2019,6.0%,0.207,HSBC,30,5
43549,"$8,000",15-Apr-2019,4.0%,0.287,Citigroup,80,8
47985,"$3,000",23-Oct-2018,3.5%,0.207,Banco Santander,30,9
31714,"$6,000",2-Jul-2017,4.5%,0.287,Bank of America,60,2
43393,"$1,000",24-Mar-2018,5.0%,0.207,JPMorgan Chase,10,1
45175,"$5,000",21-Mar-2021,5.5%,0.526,Deutsche Bank,50,2
49756,"$10,000",23-Oct-2019,7.5%,0.287,Banco Santander,100,8
51730,"$5,000",8-Aug-2017,8.5%,0.207,Deutsche Bank,50,4
46301,"$13,000",9-Jul-2018,6.0%,0.207,Barclays,130,3
35336,"$4,000",7-May-2018,7.0%,0.526,HSBC,40,1
48423,"$8,000",15-May-2017,8.5%,0.207,Deutsche Bank,80,10
51281,"$11,000",8-Jan-2021,3.0%,0.522,JPMorgan Chase,110,6
41271,"$6,000",15-Sep-2018,6.5%,0.207,Wells Fargo,60,1
58259,"$3,000",12-Aug-2019,8.5%,0.287,Goldman Sachs,30,10
47045,"$8,000",1-Mar-2018,7.0%,0.287,Citigroup,80,1
47738,"$4,000",5-Jun-2018,5.0%,0.287,Suntrust,40,5
47052,"$8,000",13-Dec-2017,3.5%,0.287,Banco Santander,80,10
37453,"$5,000",2-Nov-2017,3.5%,0.522,Citigroup,50,8
30226,"$5,000",11-Nov-2017,5.5%,0.522,American Express,50,5
48886,"$5,000",24-Feb-2019,8.0%,0.207,Suntrust,50,1
34060,"$2,000",26-May-2017,9.0%,0.292,JPMorgan Chase,20,10
44553,"$9,000",18-Dec-2019,7.0%,0.292,Bank of America,90,6
51493,"$10,000",26-May-2018,4.5%,0.522,Fidelity,100,7
56142,"$8,000",29-Oct-2020,4.5%,0.287,Capital One,80,7
47904,"$5,000",27-Oct-2019,4.5%,0.522,Bank of America,50,8
40739,"$4,000",26-Jan-2018,3.5%,0.522,Banco Santander,40,1
59760,"$14,000",8-Jun-2019,7.0%,0.287,TD Bank,140,2
57280,"$9,000",1-Aug-2019,9.0%,0.207,Capital One,90,10
37799,"$4,000",19-Sep-2020,8.0%,0.287,TD Bank,40,2
43075,"$2,000",11-Jun-2019,5.0%,0.522,TD Bank,20,7
53025,"$13,000",19-Nov-2018,9.0%,0.526,Suntrust,130,2
43925,"$4,000",26-Aug-2019,6.0%,0.292,HSBC,40,7
48588,"$10,000",24-Jun-2018,3.5%,0.292,US Bancorp,100,6
58691,"$3,000",29-May-2020,8.5%,0.526,Deutsche Bank,30,1
44094,"$16,000",12-Mar-2019,5.0%,0.526,US Bancorp,160,3
49732,"$8,000",8-Nov-2019,9.0%,0.522,HSBC,80,3
39657,"$10,000",30-Jul-2020,5.0%,0.287,Banco Santander,100,10
33786,"$5,000",17-Jul-2018,4.5%,0.287,US Bancorp,50,5
33381,"$8,000",4-Aug-2020,7.0%,0.526,US Bancorp,80,5
41834,"$8,000",27-Feb-2019,8.5%,0.522,TD Bank,80,4
44718,"$4,000",19-Dec-2019,8.5%,0.207,Suntrust,40,4
36107,"$22,000",18-Jan-2018,5.5%,0.207,Barclays,220,1
57935,"$9,000",18-Feb-2019,4.0%,0.522,Deutsche Bank,90,5
41910,"$8,000",10-Feb-2021,7.5%,0.526,Banco Santander,80,10
34329,"$4,000",5-Jun-2018,6.0%,0.292,Banco Santander,40,8
51229,"$11,000",19-Jan-2021,7.5%,0.522,Banco Santander,110,1
42635,"$14,000",15-Jun-2019,9.0%,0.292,Deutsche Bank,140,5
53448,"$15,000",23-Nov-2017,7.5%,0.522,Wells Fargo,150,5
41162,"$10,000",4-Jun-2019,4.5%,0.292,American Express,100,9
42369,"$6,000",16-Oct-2019,3.0%,0.526,US Bancorp,60,5
57322,"$5,000",20-Apr-2020,7.5%,0.287,TD Bank,50,2
41345,"$10,000",29-Apr-2021,4.0%,0.522,Capital One,100,7
47742,"$13,000",26-Feb-2018,8.0%,0.526,Banco Santander,130,8
30990,"$9,000",30-Aug-2020,9.0%,0.207,Wells Fargo,90,5
36589,"$3,000",25-Aug-2018,6.5%,0.287,US Bancorp,30,10
44277,"$6,000",21-Apr-2021,4.0%,0.526,Capital One,60,8
56014,"$2,000",26-Oct-2019,7.5%,0.292,Citigroup,20,8
42485,"$3,000",7-Apr-2018,7.5%,0.207,US Bancorp,30,2
36827,"$4,000",9-Mar-2019,3.5%,0.292,Wells Fargo,40,2
41045,"$6,000",23-Oct-2018,9.0%,0.526,US Bancorp,60,2
42733,"$12,000",15-Jun-2020,3.5%,0.292,Citigroup,120,10
44770,"$9,000",27-Feb-2021,6.0%,0.287,Fidelity,90,2
32800,"$6,000",10-Nov-2020,4.5%,0.292,JPMorgan Chase,60,10
47981,"$3,000",18-Nov-2017,3.5%,0.522,US Bancorp,30,8
35518,"$7,000",24-Aug-2020,4.5%,0.522,Suntrust,70,9
31792,"$6,000",30-Oct-2018,8.0%,0.207,TD Bank,60,6
43430,"$10,000",31-Oct-2019,3.5%,0.287,Suntrust,100,3
41049,"$3,000",21-Feb-2020,8.5%,0.522,Suntrust,30,8
54410,"$16,000",30-Apr-2020,6.0%,0.522,Goldman Sachs,160,8
52974,"$6,000",8-Apr-2021,4.0%,0.287,Capital One,60,9
47699,"$3,000",9-Sep-2018,6.5%,0.526,Bank of America,30,5
47817,"$26,000",8-Jun-2017,3.0%,0.287,Bank of America,260,8
39318,"$1,000",20-Jul-2018,5.0%,0.522,US Bancorp,10,9
39233,"$11,000",27-Dec-2018,3.0%,0.292,Deutsche Bank,110,3
46311,"$3,000",20-Jul-2017,9.0%,0.287,Fidelity,30,4
30988,"$12,000",29-Apr-2018,7.0%,0.207,US Bancorp,120,2
55254,"$10,000",7-Feb-2018,3.0%,0.287,Suntrust,100,7
36203,"$9,000",10-Nov-2019,7.0%,0.287,Deutsche Bank,90,6
40962,"$10,000",18-Aug-2017,5.5%,0.522,Barclays,100,8
50160,"$7,000",26-Apr-2019,5.5%,0.292,Citigroup,70,4
45157,"$3,000",1-Jul-2020,4.5%,0.526,American Express,30,1
54005,"$8,000",24-Sep-2017,7.5%,0.522,Banco Santander,80,10
47841,"$3,000",5-Dec-2017,5.5%,0.292,Capital One,30,3
44359,"$5,000",14-May-2017,7.0%,0.207,Barclays,50,9
49729,"$3,000",24-Mar-2019,5.5%,0.522,Capital One,30,10
50686,"$10,000",18-Sep-2018,3.0%,0.526,Bank of America,100,4
33934,"$4,000",21-Jul-2017,3.5%,0.287,Wells Fargo,40,7
32816,"$15,000",19-Apr-2020,5.0%,0.287,Banco Santander,150,7
57345,"$6,000",15-Apr-2021,4.5%,0.522,American Express,60,1
52426,"$4,000",11-Jul-2020,3.0%,0.287,JPMorgan Chase,40,2
57143,"$15,000",13-Jul-2020,7.5%,0.526,Wells Fargo,150,4
48798,"$18,000",28-Jun-2017,9.0%,0.287,Suntrust,180,6
34366,"$18,000",12-Feb-2021,6.0%,0.207,HSBC,180,6
43244,"$5,000",19-Nov-2019,5.0%,0.522,Deutsche Bank,50,4
50323,"$6,000",18-Jul-2019,9.0%,0.526,American Express,60,5
54241,"$12,000",21-Mar-2021,6.5%,0.526,Barclays,120,9
37062,"$5,000",1-Dec-2020,8.0%,0.292,Deutsche Bank,50,7
38504,"$11,000",5-Apr-2021,3.5%,0.287,American Express,110,3
32440,"$6,000",16-Jul-2017,5.5%,0.522,TD Bank,60,7
47088,"$6,000",14-Apr-2021,4.0%,0.522,Goldman Sachs,60,10
48205,"$10,000",16-Dec-2017,7.5%,0.287,Banco Santander,100,1
33502,"$3,000",31-Jan-2019,6.0%,0.522,American Express,30,2
35815,"$2,000",8-Jun-2019,9.0%,0.526,Capital One,20,7
57754,"$10,000",24-Oct-2019,7.5%,0.207,Bank of America,100,4
35852,"$18,000",5-Dec-2017,7.0%,0.292,Capital One,180,10
33592,"$8,000",21-Jan-2018,7.0%,0.526,Capital One,80,2
55542,"$10,000",8-Nov-2017,5.5%,0.526,Deutsche Bank,100,10
55094,"$23,000",26-May-2018,5.5%,0.526,Bank of America,230,2
38351,"$11,000",7-Dec-2018,7.0%,0.292,HSBC,110,8
33853,"$2,000",26-Feb-2020,4.5%,0.526,Bank of America,20,3
44816,"$6,000",22-Dec-2019,4.0%,0.207,Goldman Sachs,60,1
54393,"$9,000",29-Jun-2020,7.0%,0.292,Fidelity,90,4
31601,"$4,000",16-Oct-2018,5.5%,0.287,Deutsche Bank,40,2
34243,"$6,000",16-May-2019,6.5%,0.207,Bank of America,60,8
49205,"$5,000",30-Dec-2020,4.0%,0.522,Fidelity,50,8
42023,"$3,000",7-Sep-2019,3.0%,0.526,US Bancorp,30,8
56901,"$8,000",13-Jul-2018,4.5%,0.522,Capital One,80,8
49068,"$3,000",17-Jun-2019,8.0%,0.526,Fidelity,30,6
48769,"$5,000",5-Aug-2018,6.0%,0.522,JPMorgan Chase,50,3
58887,"$8,000",26-May-2020,6.0%,0.526,Capital One,80,3
42988,"$6,000",18-Apr-2021,7.5%,0.522,Capital One,60,1
