ID,Healthcare,Utilities,Technology,Industrials,Financials,Consumer Goods,Basic Materials,Consumer Services,Oil & Gas,Telecommunications,Idiosyncratic
30394,0%,0%,5%,0%,40%,0%,0%,5%,0%,0%,50%
38008,0%,0%,0%,0%,15%,0%,10%,0%,30%,0%,45%
38165,0%,0%,0%,0%,55%,20%,0%,0%,0%,0%,25%
59841,0%,0%,0%,10%,0%,0%,0%,45%,0%,0%,45%
44595,65%,0%,0%,0%,0%,0%,0%,0%,0%,0%,35%
56068,55%,0%,0%,0%,0%,0%,0%,0%,0%,0%,45%
34303,0%,50%,15%,5%,0%,0%,0%,0%,0%,0%,30%
36066,0%,0%,30%,35%,0%,0%,0%,15%,0%,0%,20%
53195,0%,0%,0%,0%,0%,0%,0%,0%,0%,70%,30%
59954,0%,0%,0%,0%,5%,0%,5%,0%,50%,0%,40%
43379,0%,0%,0%,0%,0%,50%,0%,0%,0%,0%,50%
37826,0%,0%,10%,15%,0%,0%,0%,0%,0%,25%,50%
34291,0%,0%,0%,15%,0%,0%,0%,0%,40%,0%,45%
38961,5%,0%,0%,0%,45%,0%,0%,0%,0%,0%,50%
45000,0%,0%,20%,40%,0%,0%,0%,0%,0%,0%,40%
33628,20%,0%,5%,0%,0%,40%,0%,0%,0%,0%,35%
51057,0%,0%,0%,0%,0%,0%,50%,0%,0%,0%,50%
42518,0%,20%,0%,0%,0%,0%,0%,0%,0%,50%,30%
40348,0%,10%,0%,0%,0%,0%,0%,45%,0%,0%,45%
60383,0%,0%,40%,0%,0%,10%,0%,0%,0%,0%,50%
39643,5%,0%,0%,0%,0%,55%,0%,0%,0%,0%,40%
60634,0%,10%,0%,0%,50%,0%,0%,0%,0%,0%,40%
46281,0%,0%,70%,0%,0%,0%,5%,0%,0%,0%,25%
56444,0%,0%,0%,0%,0%,0%,45%,0%,5%,0%,50%
39072,0%,0%,0%,0%,0%,0%,0%,5%,0%,45%,50%
60323,0%,0%,0%,45%,0%,5%,0%,0%,0%,20%,30%
34203,10%,0%,0%,0%,0%,40%,0%,0%,0%,0%,50%
36276,0%,0%,0%,0%,0%,40%,0%,0%,25%,20%,15%
52870,0%,5%,0%,0%,0%,50%,0%,0%,0%,10%,35%
50526,0%,5%,0%,0%,10%,0%,0%,0%,40%,0%,45%
39638,0%,0%,0%,40%,0%,0%,35%,0%,0%,0%,25%
33750,0%,0%,45%,0%,0%,0%,0%,5%,0%,30%,20%
36994,50%,0%,10%,20%,0%,0%,0%,0%,0%,0%,20%
34507,0%,0%,60%,0%,0%,0%,0%,0%,10%,0%,30%
33951,0%,0%,20%,35%,15%,0%,0%,0%,0%,0%,30%
45762,0%,0%,0%,15%,0%,0%,0%,50%,0%,20%,15%
50378,0%,0%,60%,0%,0%,0%,10%,0%,0%,0%,30%
58091,0%,0%,20%,45%,0%,0%,0%,0%,0%,0%,35%
53267,0%,0%,0%,0%,0%,0%,0%,30%,20%,0%,50%
38447,0%,0%,0%,30%,0%,0%,0%,30%,0%,10%,30%
53122,10%,10%,40%,0%,0%,0%,0%,0%,0%,0%,40%
50760,0%,0%,20%,0%,0%,0%,15%,45%,0%,0%,20%
42808,0%,0%,0%,45%,0%,0%,0%,0%,0%,25%,30%
46958,15%,0%,0%,10%,0%,50%,0%,0%,0%,0%,25%
35245,0%,45%,0%,0%,0%,0%,0%,0%,35%,0%,20%
52647,0%,0%,0%,0%,50%,0%,5%,15%,0%,0%,30%
59477,0%,0%,0%,20%,0%,50%,0%,0%,0%,0%,30%
46555,0%,0%,0%,0%,0%,0%,15%,50%,0%,0%,35%
36628,40%,30%,0%,0%,0%,0%,15%,0%,0%,0%,15%
59431,0%,0%,0%,15%,70%,0%,0%,0%,0%,0%,15%
58814,0%,0%,0%,55%,0%,0%,25%,0%,0%,0%,20%
35866,0%,0%,15%,20%,45%,0%,0%,0%,0%,0%,20%
47147,55%,0%,0%,0%,0%,0%,0%,0%,0%,30%,15%
58829,0%,0%,35%,0%,0%,0%,0%,0%,40%,0%,25%
39249,70%,0%,0%,0%,0%,0%,0%,0%,0%,10%,20%
31613,0%,0%,60%,0%,0%,0%,0%,10%,0%,15%,15%
54936,0%,45%,0%,0%,0%,0%,10%,25%,0%,0%,20%
52973,0%,0%,0%,0%,15%,0%,0%,0%,60%,0%,25%
57069,0%,0%,0%,0%,20%,10%,50%,0%,0%,0%,20%
49699,0%,0%,0%,0%,0%,60%,0%,0%,0%,0%,40%
49369,0%,25%,0%,0%,0%,0%,0%,5%,0%,55%,15%
32976,0%,10%,0%,0%,35%,0%,0%,0%,0%,20%,35%
47613,0%,0%,0%,0%,20%,0%,10%,50%,0%,0%,20%
36067,5%,0%,0%,0%,0%,75%,0%,0%,0%,0%,20%
46461,10%,0%,0%,0%,0%,55%,0%,0%,0%,20%,15%
32064,0%,50%,0%,0%,0%,0%,0%,0%,20%,0%,30%
59581,15%,0%,0%,30%,0%,0%,0%,35%,0%,0%,20%
45269,0%,0%,0%,0%,45%,0%,0%,35%,0%,5%,15%
38729,0%,30%,0%,0%,0%,0%,0%,0%,55%,0%,15%
46480,55%,0%,0%,0%,0%,0%,0%,0%,0%,0%,45%
55510,25%,0%,0%,0%,0%,0%,30%,10%,0%,0%,35%
59035,0%,0%,15%,0%,0%,5%,0%,35%,0%,0%,45%
47588,0%,0%,0%,40%,0%,0%,15%,0%,0%,0%,45%
38443,0%,0%,5%,0%,0%,65%,0%,0%,0%,0%,30%
53000,0%,0%,0%,65%,0%,0%,0%,0%,5%,15%,15%
56516,0%,55%,0%,10%,0%,0%,0%,0%,0%,15%,20%
50659,25%,0%,0%,35%,0%,0%,0%,0%,0%,0%,40%
36999,0%,15%,0%,0%,20%,0%,45%,0%,0%,0%,20%
44762,10%,50%,0%,0%,0%,0%,0%,0%,0%,0%,40%
56146,0%,0%,0%,0%,25%,0%,0%,55%,0%,0%,20%
32982,0%,5%,0%,0%,0%,25%,0%,0%,55%,0%,15%
45669,70%,0%,0%,0%,0%,0%,0%,10%,0%,0%,20%
50675,0%,0%,0%,0%,0%,0%,0%,0%,60%,0%,40%
43921,0%,0%,15%,0%,0%,0%,45%,0%,0%,0%,40%
36127,5%,0%,0%,0%,0%,0%,0%,45%,0%,0%,50%
43844,10%,0%,0%,0%,0%,50%,5%,0%,0%,0%,35%
39105,0%,0%,0%,0%,35%,0%,40%,0%,0%,0%,25%
59301,0%,0%,0%,0%,0%,20%,0%,0%,25%,5%,50%
48324,0%,0%,0%,0%,20%,0%,0%,55%,0%,0%,25%
53030,0%,0%,0%,0%,70%,0%,0%,0%,0%,0%,30%
44314,0%,0%,35%,0%,25%,0%,10%,0%,0%,0%,30%
49371,0%,0%,5%,50%,0%,0%,0%,0%,0%,25%,20%
30336,0%,0%,0%,0%,0%,0%,0%,0%,50%,0%,50%
58736,0%,15%,35%,0%,0%,0%,0%,0%,0%,0%,50%
57762,0%,0%,5%,0%,60%,0%,0%,0%,0%,0%,35%
57237,0%,0%,0%,0%,0%,0%,5%,70%,0%,0%,25%
41807,0%,30%,0%,0%,0%,25%,0%,0%,0%,0%,45%
48883,0%,0%,25%,0%,0%,0%,0%,0%,30%,0%,45%
57138,0%,55%,0%,0%,0%,0%,0%,0%,0%,0%,45%
44791,0%,0%,45%,0%,0%,0%,0%,0%,0%,5%,50%
37497,0%,0%,0%,0%,10%,0%,0%,0%,50%,0%,40%
56993,0%,0%,0%,50%,10%,0%,0%,0%,0%,0%,40%
41287,5%,0%,0%,0%,45%,0%,0%,0%,20%,0%,30%
52113,0%,0%,0%,0%,0%,10%,0%,35%,10%,0%,45%
30438,0%,15%,0%,0%,0%,0%,50%,0%,0%,0%,35%
48500,0%,60%,0%,10%,0%,0%,0%,0%,0%,0%,30%
55214,10%,55%,0%,0%,0%,0%,0%,0%,0%,0%,35%
48162,0%,0%,25%,0%,0%,0%,0%,0%,0%,50%,25%
53682,0%,5%,0%,0%,0%,20%,0%,0%,55%,0%,20%
44488,0%,0%,45%,0%,0%,0%,0%,0%,0%,35%,20%
53989,0%,0%,0%,0%,0%,0%,0%,0%,10%,75%,15%
32660,0%,5%,0%,0%,50%,0%,0%,0%,0%,20%,25%
41695,0%,0%,45%,0%,0%,0%,15%,0%,0%,0%,40%
40662,0%,0%,0%,45%,20%,0%,0%,0%,0%,0%,35%
46539,0%,0%,0%,0%,0%,20%,40%,0%,10%,0%,30%
51926,0%,0%,0%,0%,65%,0%,0%,10%,0%,0%,25%
39798,0%,0%,20%,0%,65%,0%,0%,0%,0%,0%,15%
55924,0%,50%,0%,0%,0%,0%,0%,0%,0%,0%,50%
50988,0%,10%,0%,10%,0%,0%,0%,0%,50%,0%,30%
39263,5%,10%,0%,40%,0%,0%,0%,0%,0%,0%,45%
40721,25%,0%,0%,0%,0%,5%,45%,0%,0%,0%,25%
40201,0%,0%,0%,5%,0%,50%,0%,0%,0%,0%,45%
60519,50%,0%,0%,0%,5%,0%,0%,15%,0%,0%,30%
49821,65%,0%,0%,0%,0%,0%,0%,0%,0%,0%,35%
60339,0%,0%,0%,0%,0%,0%,0%,0%,50%,0%,50%
56356,0%,55%,0%,0%,0%,0%,0%,0%,0%,15%,30%
33138,0%,0%,25%,0%,0%,10%,0%,35%,0%,0%,30%
48126,60%,0%,0%,0%,0%,10%,5%,0%,0%,0%,25%
56641,0%,0%,55%,0%,0%,0%,20%,0%,0%,0%,25%
34785,0%,0%,50%,0%,0%,0%,0%,0%,0%,0%,50%
41255,0%,45%,0%,0%,10%,0%,0%,0%,0%,0%,45%
47931,30%,0%,0%,0%,40%,0%,0%,0%,0%,0%,30%
33041,45%,0%,0%,0%,0%,15%,0%,0%,0%,0%,40%
31926,0%,35%,0%,0%,0%,0%,0%,25%,0%,0%,40%
52796,0%,0%,0%,60%,0%,0%,0%,0%,0%,0%,40%
54374,10%,0%,0%,10%,0%,0%,60%,0%,0%,0%,20%
49223,0%,0%,5%,0%,25%,0%,55%,0%,0%,0%,15%
34183,35%,0%,0%,0%,0%,10%,0%,15%,0%,0%,40%
31394,0%,50%,0%,0%,0%,0%,0%,5%,0%,0%,45%
37177,15%,0%,0%,0%,0%,25%,0%,0%,0%,40%,20%
54304,10%,0%,0%,0%,0%,0%,0%,0%,70%,0%,20%
57464,0%,50%,0%,0%,5%,0%,10%,0%,0%,0%,35%
38185,5%,0%,0%,0%,0%,0%,0%,0%,50%,0%,45%
58883,0%,0%,0%,0%,0%,10%,55%,0%,0%,0%,35%
42630,45%,0%,0%,0%,0%,0%,10%,0%,5%,0%,40%
50470,0%,0%,0%,0%,15%,0%,40%,0%,0%,0%,45%
55211,0%,0%,0%,0%,0%,0%,0%,0%,0%,60%,40%
52425,10%,0%,0%,35%,0%,20%,0%,0%,0%,0%,35%
33588,0%,0%,50%,0%,0%,0%,0%,0%,0%,0%,50%
39573,0%,0%,35%,0%,0%,0%,0%,0%,20%,0%,45%
58606,0%,0%,30%,0%,0%,40%,0%,0%,0%,5%,25%
56719,0%,20%,0%,0%,0%,30%,0%,10%,0%,0%,40%
47586,0%,0%,10%,0%,15%,45%,0%,0%,0%,0%,30%
44646,0%,5%,40%,0%,0%,0%,5%,0%,0%,0%,50%
46256,5%,0%,0%,0%,0%,0%,5%,50%,0%,0%,40%
48975,0%,0%,0%,0%,0%,10%,0%,40%,0%,0%,50%
56975,0%,0%,0%,0%,0%,0%,40%,0%,0%,25%,35%
46202,0%,0%,5%,0%,0%,0%,0%,0%,0%,50%,45%
59394,0%,0%,0%,0%,15%,0%,0%,35%,0%,0%,50%
48280,0%,0%,0%,10%,0%,0%,0%,0%,70%,0%,20%
41958,0%,0%,25%,0%,0%,0%,0%,10%,0%,20%,45%
46900,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,50%
53748,0%,0%,0%,30%,25%,0%,0%,0%,0%,0%,45%
58213,55%,0%,0%,0%,0%,0%,0%,0%,20%,0%,25%
43348,0%,0%,0%,0%,60%,0%,0%,20%,0%,0%,20%
33230,0%,0%,50%,0%,0%,0%,0%,10%,0%,0%,40%
39893,0%,55%,0%,0%,30%,0%,0%,0%,0%,0%,15%
60481,0%,0%,0%,30%,0%,45%,0%,0%,0%,0%,25%
53688,0%,20%,0%,0%,0%,0%,45%,0%,0%,0%,35%
53588,60%,0%,0%,10%,0%,0%,0%,0%,5%,0%,25%
47212,0%,0%,5%,0%,0%,0%,55%,10%,0%,0%,30%
41701,50%,0%,0%,0%,0%,25%,0%,0%,0%,10%,15%
42141,0%,0%,0%,0%,0%,0%,0%,65%,0%,0%,35%
43220,0%,0%,0%,65%,0%,5%,0%,0%,0%,0%,30%
35019,0%,0%,0%,0%,0%,0%,70%,5%,0%,0%,25%
35043,60%,0%,0%,0%,0%,0%,0%,0%,0%,0%,40%
38654,40%,0%,0%,15%,15%,0%,0%,0%,0%,0%,30%
43848,5%,0%,0%,0%,0%,15%,0%,0%,30%,0%,50%
36823,0%,0%,15%,0%,35%,0%,0%,0%,0%,0%,50%
54742,0%,5%,5%,0%,0%,0%,0%,0%,75%,0%,15%
43823,0%,0%,0%,0%,15%,0%,25%,40%,0%,0%,20%
50316,0%,0%,0%,5%,0%,5%,0%,0%,0%,65%,25%
56233,0%,0%,5%,0%,50%,0%,0%,0%,0%,0%,45%
53525,10%,0%,0%,0%,0%,0%,0%,0%,65%,0%,25%
50310,0%,0%,0%,20%,0%,0%,30%,10%,0%,0%,40%
57694,0%,0%,40%,0%,0%,0%,0%,0%,0%,10%,50%
45072,0%,0%,0%,55%,0%,0%,15%,0%,0%,0%,30%
52383,0%,0%,0%,0%,0%,0%,50%,0%,15%,0%,35%
52187,0%,0%,0%,0%,0%,0%,0%,15%,35%,0%,50%
42603,0%,0%,0%,0%,0%,0%,5%,60%,0%,10%,25%
55263,0%,0%,20%,60%,0%,0%,0%,0%,0%,0%,20%
34699,55%,0%,0%,0%,0%,0%,0%,0%,15%,0%,30%
30853,0%,0%,0%,30%,0%,20%,0%,0%,25%,0%,25%
41212,0%,5%,0%,65%,0%,0%,10%,0%,0%,0%,20%
40509,0%,15%,0%,0%,0%,70%,0%,0%,0%,0%,15%
35261,40%,10%,0%,0%,0%,0%,0%,0%,0%,0%,50%
42401,0%,0%,0%,0%,0%,0%,0%,0%,0%,60%,40%
49850,0%,60%,0%,0%,0%,0%,0%,0%,0%,0%,40%
46768,10%,0%,0%,50%,0%,0%,0%,0%,0%,0%,40%
60657,0%,20%,5%,30%,0%,0%,0%,0%,0%,0%,45%
34653,0%,0%,0%,0%,0%,10%,75%,0%,0%,0%,15%
39553,0%,0%,0%,0%,50%,0%,10%,0%,0%,0%,40%
40425,0%,0%,0%,0%,0%,0%,0%,0%,50%,0%,50%
50833,0%,45%,0%,0%,0%,0%,5%,10%,0%,0%,40%
55278,50%,0%,0%,0%,0%,0%,10%,0%,0%,0%,40%
59186,0%,0%,0%,0%,5%,0%,0%,0%,20%,45%,30%
47517,45%,0%,0%,0%,10%,0%,0%,0%,0%,0%,45%
52838,0%,0%,25%,0%,45%,0%,0%,0%,15%,0%,15%
31072,0%,65%,0%,0%,0%,15%,0%,0%,0%,0%,20%
53069,0%,10%,0%,0%,60%,0%,0%,0%,0%,10%,20%
43549,0%,0%,0%,0%,0%,0%,0%,60%,0%,0%,40%
47985,0%,0%,0%,0%,0%,0%,25%,0%,50%,0%,25%
31714,0%,40%,0%,20%,0%,0%,0%,0%,0%,0%,40%
43393,65%,0%,0%,0%,0%,0%,0%,5%,0%,0%,30%
45175,0%,50%,10%,0%,15%,0%,0%,0%,0%,0%,25%
49756,0%,0%,0%,0%,0%,15%,0%,60%,0%,0%,25%
51730,0%,0%,0%,25%,0%,15%,0%,0%,0%,20%,40%
46301,0%,0%,45%,0%,0%,0%,20%,15%,0%,0%,20%
35336,50%,0%,0%,0%,0%,15%,0%,0%,0%,0%,35%
48423,0%,0%,0%,0%,0%,20%,0%,0%,0%,65%,15%
51281,0%,0%,0%,20%,0%,45%,0%,0%,0%,10%,25%
41271,45%,0%,0%,0%,0%,35%,0%,0%,0%,0%,20%
58259,0%,30%,0%,0%,0%,0%,0%,0%,0%,50%,20%
47045,45%,0%,0%,10%,0%,10%,0%,0%,0%,0%,35%
47738,0%,0%,0%,0%,65%,0%,0%,0%,0%,20%,15%
47052,0%,20%,0%,0%,20%,0%,0%,0%,0%,35%,25%
37453,0%,0%,0%,0%,15%,0%,0%,40%,0%,0%,45%
30226,0%,0%,0%,0%,35%,0%,5%,10%,0%,0%,50%
48886,55%,0%,0%,0%,0%,0%,0%,0%,0%,0%,45%
34060,15%,20%,0%,0%,0%,0%,0%,0%,0%,25%,40%
44553,0%,0%,0%,20%,0%,50%,0%,0%,0%,0%,30%
51493,0%,0%,0%,0%,0%,0%,55%,0%,0%,0%,45%
56142,0%,0%,0%,0%,0%,0%,50%,5%,0%,0%,45%
47904,0%,0%,0%,0%,5%,0%,20%,40%,0%,0%,35%
40739,50%,0%,0%,0%,5%,0%,0%,0%,0%,0%,45%
59760,0%,40%,0%,35%,0%,0%,0%,10%,0%,0%,15%
57280,0%,0%,30%,0%,0%,0%,0%,0%,5%,40%,25%
37799,0%,55%,0%,0%,0%,0%,0%,0%,15%,10%,20%
43075,0%,0%,0%,20%,0%,0%,35%,0%,0%,10%,35%
53025,0%,70%,0%,0%,0%,15%,0%,0%,0%,0%,15%
43925,0%,0%,0%,0%,0%,0%,65%,0%,0%,0%,35%
48588,0%,0%,0%,0%,0%,50%,0%,0%,30%,0%,20%
58691,50%,0%,0%,10%,0%,0%,0%,0%,0%,5%,35%
44094,0%,0%,55%,0%,0%,0%,0%,0%,0%,20%,25%
49732,0%,0%,50%,0%,0%,5%,0%,0%,0%,0%,45%
39657,5%,0%,0%,0%,0%,0%,0%,0%,0%,50%,45%
33786,10%,0%,0%,0%,55%,0%,0%,0%,0%,0%,35%
33381,0%,0%,0%,5%,45%,0%,0%,0%,0%,0%,50%
41834,0%,0%,0%,70%,0%,0%,0%,0%,0%,10%,20%
44718,0%,0%,0%,75%,5%,0%,0%,0%,5%,0%,15%
36107,60%,0%,0%,0%,0%,0%,0%,0%,0%,10%,30%
57935,0%,0%,5%,0%,65%,0%,0%,15%,0%,0%,15%
41910,0%,0%,0%,10%,0%,0%,5%,0%,0%,50%,35%
34329,0%,0%,0%,0%,0%,0%,30%,50%,0%,0%,20%
51229,55%,0%,0%,0%,0%,0%,0%,0%,0%,0%,45%
42635,0%,0%,0%,0%,70%,0%,0%,0%,0%,0%,30%
53448,10%,0%,0%,0%,60%,0%,0%,0%,0%,0%,30%
41162,0%,0%,0%,30%,0%,10%,0%,0%,45%,0%,15%
42369,0%,0%,0%,0%,35%,0%,0%,0%,0%,15%,50%
57322,0%,45%,15%,20%,0%,0%,0%,0%,0%,0%,20%
41345,0%,0%,0%,0%,0%,15%,60%,0%,0%,0%,25%
47742,0%,0%,0%,0%,0%,0%,0%,50%,0%,0%,50%
30990,0%,0%,0%,0%,35%,25%,0%,0%,0%,0%,40%
36589,0%,0%,20%,0%,0%,0%,0%,0%,0%,55%,25%
44277,0%,0%,0%,0%,10%,0%,15%,55%,0%,0%,20%
56014,0%,15%,0%,0%,0%,0%,0%,55%,0%,0%,30%
42485,0%,85%,0%,0%,0%,0%,0%,0%,0%,0%,15%
36827,0%,50%,5%,0%,0%,0%,0%,0%,10%,0%,35%
41045,10%,50%,0%,0%,0%,0%,0%,15%,0%,0%,25%
42733,0%,0%,0%,0%,0%,0%,0%,0%,0%,55%,45%
44770,0%,50%,0%,0%,10%,0%,5%,0%,0%,0%,35%
32800,0%,0%,0%,0%,0%,0%,5%,0%,0%,70%,25%
47981,0%,0%,0%,0%,0%,0%,0%,65%,20%,0%,15%
35518,0%,0%,0%,0%,0%,0%,0%,25%,45%,0%,30%
31792,0%,5%,0%,0%,0%,70%,0%,0%,0%,0%,25%
43430,20%,0%,50%,0%,0%,0%,0%,0%,0%,0%,30%
41049,0%,0%,5%,10%,0%,0%,0%,45%,0%,0%,40%
54410,0%,0%,0%,0%,0%,0%,0%,50%,25%,0%,25%
52974,15%,0%,0%,0%,0%,0%,0%,0%,65%,0%,20%
47699,0%,0%,0%,0%,30%,30%,5%,0%,0%,0%,35%
47817,0%,0%,0%,0%,0%,0%,0%,60%,0%,0%,40%
39318,0%,0%,0%,0%,0%,0%,0%,0%,40%,10%,50%
39233,0%,0%,50%,0%,0%,0%,0%,0%,0%,0%,50%
46311,0%,0%,10%,45%,0%,0%,5%,0%,0%,0%,40%
30988,0%,40%,0%,0%,0%,30%,0%,0%,0%,0%,30%
55254,5%,0%,0%,0%,0%,10%,40%,0%,0%,0%,45%
36203,0%,5%,0%,0%,0%,70%,0%,0%,0%,0%,25%
40962,0%,0%,0%,0%,0%,0%,0%,50%,0%,0%,50%
50160,0%,0%,0%,70%,0%,0%,15%,0%,0%,0%,15%
45157,30%,0%,30%,0%,0%,0%,0%,0%,0%,0%,40%
54005,0%,0%,0%,0%,0%,0%,0%,20%,0%,45%,35%
47841,15%,0%,65%,0%,0%,0%,0%,0%,0%,0%,20%
44359,0%,0%,0%,0%,20%,0%,0%,0%,40%,0%,40%
49729,10%,0%,0%,0%,0%,0%,0%,0%,0%,40%,50%
50686,0%,0%,0%,45%,0%,0%,0%,0%,10%,0%,45%
33934,0%,0%,0%,0%,0%,0%,60%,0%,15%,0%,25%
32816,15%,0%,10%,0%,0%,0%,50%,0%,0%,0%,25%
57345,80%,0%,0%,0%,0%,0%,0%,5%,0%,0%,15%
52426,0%,50%,5%,0%,0%,0%,0%,0%,0%,0%,45%
57143,0%,0%,0%,45%,25%,0%,0%,0%,0%,0%,30%
48798,0%,0%,0%,0%,20%,40%,0%,0%,0%,0%,40%
34366,0%,0%,0%,0%,0%,40%,25%,0%,0%,0%,35%
43244,0%,20%,0%,45%,0%,0%,0%,0%,0%,0%,35%
50323,25%,0%,0%,0%,45%,0%,0%,0%,0%,0%,30%
54241,0%,0%,0%,0%,0%,20%,0%,0%,45%,0%,35%
37062,0%,25%,0%,0%,5%,0%,40%,0%,0%,0%,30%
38504,0%,20%,40%,0%,0%,0%,0%,0%,0%,0%,40%
32440,0%,0%,0%,0%,0%,5%,60%,0%,0%,0%,35%
47088,0%,0%,0%,0%,0%,40%,0%,0%,0%,45%,15%
48205,65%,0%,0%,0%,0%,0%,0%,15%,0%,0%,20%
33502,5%,50%,0%,0%,0%,0%,0%,0%,0%,0%,45%
35815,0%,0%,25%,0%,0%,0%,60%,0%,0%,0%,15%
57754,0%,0%,0%,30%,0%,25%,0%,0%,0%,0%,45%
35852,0%,5%,0%,0%,0%,0%,0%,0%,0%,55%,40%
33592,0%,55%,0%,0%,0%,15%,0%,0%,0%,0%,30%
55542,0%,0%,0%,10%,0%,0%,0%,0%,0%,60%,30%
55094,0%,60%,0%,0%,0%,0%,0%,0%,20%,0%,20%
38351,5%,0%,25%,0%,0%,0%,0%,55%,0%,0%,15%
33853,0%,20%,35%,0%,0%,0%,0%,0%,25%,0%,20%
44816,45%,0%,0%,0%,10%,0%,0%,0%,5%,0%,40%
54393,0%,0%,0%,50%,0%,0%,10%,0%,0%,0%,40%
31601,15%,35%,0%,0%,0%,0%,0%,15%,0%,0%,35%
34243,0%,0%,0%,0%,5%,0%,0%,45%,0%,0%,50%
49205,0%,0%,10%,0%,0%,0%,0%,50%,0%,0%,40%
42023,0%,25%,0%,0%,0%,0%,0%,35%,0%,15%,25%
56901,0%,5%,0%,0%,20%,0%,0%,25%,0%,0%,50%
49068,20%,0%,0%,0%,0%,45%,0%,0%,0%,0%,35%
48769,10%,0%,40%,0%,0%,0%,0%,0%,0%,0%,50%
58887,0%,0%,40%,0%,0%,40%,0%,0%,5%,0%,15%
42988,35%,0%,0%,20%,0%,0%,0%,0%,0%,0%,45%
58668,0%,20%,0%,0%,0%,0%,0%,0%,60%,0%,20%
45057,0%,50%,0%,0%,0%,0%,0%,0%,10%,0%,40%
34798,0%,0%,0%,0%,5%,0%,60%,0%,0%,0%,35%
53365,0%,0%,0%,0%,0%,0%,25%,30%,0%,0%,45%
30718,20%,50%,0%,0%,0%,0%,0%,0%,5%,0%,25%
44671,0%,0%,0%,0%,0%,0%,60%,0%,10%,0%,30%
39220,0%,0%,0%,70%,0%,0%,0%,0%,0%,0%,30%
48707,0%,0%,0%,0%,0%,0%,45%,20%,0%,15%,20%
35930,40%,0%,25%,0%,0%,0%,0%,15%,0%,0%,20%
56275,0%,70%,15%,0%,0%,0%,0%,0%,0%,0%,15%
47740,0%,0%,0%,0%,20%,0%,0%,55%,0%,10%,15%
35740,0%,0%,15%,0%,0%,0%,0%,5%,35%,0%,45%
54124,0%,0%,0%,0%,0%,0%,0%,20%,50%,0%,30%
57690,0%,10%,0%,0%,40%,0%,5%,0%,0%,0%,45%
31082,0%,0%,0%,45%,5%,15%,0%,0%,0%,0%,35%
32419,0%,45%,0%,15%,0%,0%,0%,0%,0%,0%,40%
42314,0%,0%,0%,5%,0%,0%,0%,55%,0%,0%,40%
54276,5%,0%,0%,25%,0%,0%,0%,55%,0%,0%,15%
40569,0%,0%,0%,0%,0%,65%,0%,20%,0%,0%,15%
37060,5%,0%,0%,0%,0%,0%,0%,0%,50%,0%,45%
54607,0%,0%,0%,0%,0%,0%,0%,0%,50%,0%,50%
30813,0%,45%,20%,0%,15%,0%,0%,0%,0%,0%,20%
37494,0%,0%,0%,0%,0%,0%,50%,0%,5%,0%,45%
50337,0%,0%,0%,0%,0%,0%,60%,10%,10%,0%,20%
54281,0%,5%,0%,0%,5%,0%,0%,0%,65%,0%,25%
48362,0%,0%,0%,0%,50%,0%,0%,0%,15%,0%,35%
59176,0%,0%,0%,0%,20%,0%,0%,0%,60%,0%,20%
57178,0%,0%,0%,0%,0%,0%,75%,0%,0%,0%,25%
39216,0%,70%,0%,0%,0%,0%,0%,0%,0%,0%,30%
32033,15%,0%,0%,0%,40%,0%,0%,25%,0%,0%,20%
40410,0%,0%,0%,0%,10%,0%,0%,60%,5%,0%,25%
52246,0%,0%,0%,0%,45%,0%,0%,0%,0%,30%,25%
53129,0%,15%,0%,0%,0%,50%,0%,0%,0%,0%,35%
37527,50%,0%,0%,0%,15%,15%,0%,0%,0%,0%,20%
38543,0%,0%,10%,0%,10%,0%,50%,0%,0%,0%,30%
31585,0%,30%,0%,0%,0%,0%,0%,55%,0%,0%,15%
54495,0%,0%,0%,40%,0%,20%,0%,0%,0%,0%,40%
56631,10%,0%,0%,0%,0%,40%,0%,0%,0%,0%,50%
41347,0%,40%,0%,0%,0%,0%,0%,5%,0%,10%,45%
31257,0%,0%,0%,5%,0%,0%,30%,0%,20%,0%,45%
58483,0%,0%,20%,0%,0%,5%,55%,0%,0%,0%,20%
36302,0%,65%,0%,0%,0%,0%,0%,5%,0%,0%,30%
48616,10%,0%,25%,0%,50%,0%,0%,0%,0%,0%,15%
46474,0%,0%,0%,0%,0%,50%,0%,0%,0%,35%,15%
40997,0%,0%,0%,0%,0%,0%,0%,5%,0%,45%,50%
43429,0%,0%,0%,0%,0%,0%,35%,0%,15%,0%,50%
48022,40%,0%,0%,0%,0%,40%,0%,0%,0%,0%,20%
37148,0%,0%,0%,0%,0%,0%,15%,0%,0%,45%,40%
49976,0%,0%,0%,0%,15%,0%,0%,35%,0%,0%,50%
56239,0%,0%,0%,0%,0%,0%,45%,0%,0%,20%,35%
30262,0%,0%,0%,0%,75%,0%,0%,0%,0%,0%,25%
49264,0%,0%,35%,15%,0%,0%,0%,0%,0%,0%,50%
54179,0%,0%,65%,0%,0%,0%,0%,0%,0%,0%,35%
58839,0%,0%,0%,0%,65%,0%,0%,0%,0%,20%,15%
32545,0%,0%,0%,50%,5%,0%,0%,0%,0%,0%,45%
47359,40%,0%,0%,0%,0%,10%,0%,15%,0%,0%,35%
